Date,SKU Code,SKU Name,Platform,Ad Spend (₹),Impressions,Clicks,CTR,Ad Orders,Attributed Revenue (₹),ROAS,ACoS
2026-08-08,NSH-RSH-NAFW-GFS-SFS,ComboAndKit,Meesho,778,23340,1168,5.00%,109,45671,58.70x,1.7%
2026-08-07,NSH-RSH-NAFW-GFS-SFS,ComboAndKit,Myntra,1245,22410,737,3.29%,35,14665,11.78x,8.5%
2026-08-06,NSH-RSH-NAFW-GFS-SFS,ComboAndKit,Own Website,625,15000,496,3.31%,26,10894,17.43x,5.7%
2026-08-05,NSH-RSH-NAFW-GFS-SFS,ComboAndKit,Amazon,409,13088,331,2.53%,12,5028,12.29x,8.1%
2026-08-04,NSH-RSH-NAFW-GFS-SFS,ComboAndKit,Flipkart,574,18368,381,2.07%,37,15503,27.01x,3.7%
2026-08-03,NSH-RSH-NAFW-GFS-SFS,ComboAndKit,Meesho,584,11096,353,3.18%,34,14246,24.39x,4.1%
2026-08-02,NSH-RSH-NAFW-GFS-SFS,ComboAndKit,Myntra,1044,25056,1289,5.14%,81,33939,32.51x,3.1%
2026-08-01,NSH-RSH-NAFW-GFS-SFS,ComboAndKit,Own Website,1188,28512,957,3.36%,85,35615,29.98x,3.3%
2026-07-31,NSH-RSH-NAFW-GFS-SFS,ComboAndKit,Amazon,672,17472,810,4.64%,76,31844,47.39x,2.1%
2026-07-30,NSH-RSH-NAFW-GFS-SFS,ComboAndKit,Flipkart,1093,19674,481,2.44%,33,13827,12.65x,7.9%
2026-07-29,NSH-RSH-NAFW-GFS-SFS,ComboAndKit,Meesho,1251,43785,2372,5.42%,146,61174,48.90x,2.0%
2026-07-28,NSH-RSH-NAFW-GFS-SFS,ComboAndKit,Myntra,448,17024,392,2.30%,33,13827,30.86x,3.2%
2026-08-11,10 AHA BHA BODY SCRUB + DE TAN FACE PACK,ComboAndKit,Amazon,441,11907,336,2.82%,16,6704,15.20x,6.6%
2026-08-10,10 AHA BHA BODY SCRUB + DE TAN FACE PACK,ComboAndKit,Flipkart,807,23403,802,3.43%,65,27235,33.75x,3.0%
2026-08-09,10 AHA BHA BODY SCRUB + DE TAN FACE PACK,ComboAndKit,Meesho,627,17556,685,3.90%,41,17179,27.40x,3.6%
2026-08-08,10 AHA BHA BODY SCRUB + DE TAN FACE PACK,ComboAndKit,Myntra,897,22425,412,1.84%,25,10475,11.68x,8.6%
2026-08-07,10 AHA BHA BODY SCRUB + DE TAN FACE PACK,ComboAndKit,Own Website,1130,41810,2293,5.48%,167,69973,61.92x,1.6%
2026-08-06,10 AHA BHA BODY SCRUB + DE TAN FACE PACK,ComboAndKit,Amazon,840,21840,375,1.72%,51,21369,25.44x,3.9%
2026-08-05,10 AHA BHA BODY SCRUB + DE TAN FACE PACK,ComboAndKit,Flipkart,258,9804,437,4.46%,25,10475,40.60x,2.5%
2026-08-04,10 AHA BHA BODY SCRUB + DE TAN FACE PACK,ComboAndKit,Meesho,1098,24156,595,2.46%,76,31844,29.00x,3.4%
2026-08-03,10 AHA BHA BODY SCRUB + DE TAN FACE PACK,ComboAndKit,Myntra,188,5452,168,3.08%,18,7542,40.12x,2.5%
2026-08-02,10 AHA BHA BODY SCRUB + DE TAN FACE PACK,ComboAndKit,Own Website,568,19880,388,1.95%,15,6285,11.07x,9.0%
2026-08-01,10 AHA BHA BODY SCRUB + DE TAN FACE PACK,ComboAndKit,Amazon,290,4350,71,1.63%,6,2514,8.67x,11.5%
2026-07-31,10 AHA BHA BODY SCRUB + DE TAN FACE PACK,ComboAndKit,Flipkart,577,16156,721,4.46%,55,23045,39.94x,2.5%
2026-07-30,10 AHA BHA BODY SCRUB + DE TAN FACE PACK,ComboAndKit,Meesho,633,22788,497,2.18%,20,8380,13.24x,7.6%
2026-07-29,10 AHA BHA BODY SCRUB + DE TAN FACE PACK,ComboAndKit,Myntra,447,8940,336,3.76%,22,9218,20.62x,4.8%
2026-07-28,10 AHA BHA BODY SCRUB + DE TAN FACE PACK,ComboAndKit,Own Website,1036,40404,1410,3.49%,80,33520,32.36x,3.1%
2026-08-11,VQ-Jamun-Toner-Serum-Moisturizer-Cleanser-001,ComboAndKit,Flipkart,316,11376,325,2.86%,22,9218,29.17x,3.4%
2026-08-10,VQ-Jamun-Toner-Serum-Moisturizer-Cleanser-001,ComboAndKit,Meesho,914,16452,328,1.99%,36,15084,16.50x,6.1%
2026-08-09,VQ-Jamun-Toner-Serum-Moisturizer-Cleanser-001,ComboAndKit,Myntra,1040,15600,399,2.56%,15,6285,6.04x,16.5%
2026-08-08,VQ-Jamun-Toner-Serum-Moisturizer-Cleanser-001,ComboAndKit,Own Website,1220,45140,2253,4.99%,270,113130,92.73x,1.1%
2026-08-07,VQ-Jamun-Toner-Serum-Moisturizer-Cleanser-001,ComboAndKit,Amazon,444,12432,192,1.54%,20,8380,18.87x,5.3%
2026-08-06,VQ-Jamun-Toner-Serum-Moisturizer-Cleanser-001,ComboAndKit,Flipkart,704,15488,376,2.43%,36,15084,21.43x,4.7%
2026-08-05,VQ-Jamun-Toner-Serum-Moisturizer-Cleanser-001,ComboAndKit,Meesho,1049,26225,755,2.88%,77,32263,30.76x,3.3%
2026-08-04,VQ-Jamun-Toner-Serum-Moisturizer-Cleanser-001,ComboAndKit,Myntra,328,10168,327,3.22%,31,12989,39.60x,2.5%
2026-08-03,VQ-Jamun-Toner-Serum-Moisturizer-Cleanser-001,ComboAndKit,Own Website,843,23604,1080,4.58%,161,67459,80.02x,1.2%
2026-08-02,VQ-Jamun-Toner-Serum-Moisturizer-Cleanser-001,ComboAndKit,Amazon,539,11858,635,5.36%,53,22207,41.20x,2.4%
2026-08-01,VQ-Jamun-Toner-Serum-Moisturizer-Cleanser-001,ComboAndKit,Flipkart,234,5616,101,1.80%,8,3352,14.32x,7.0%
2026-07-31,VQ-Jamun-Toner-Serum-Moisturizer-Cleanser-001,ComboAndKit,Meesho,736,19872,314,1.58%,14,5866,7.97x,12.5%
2026-07-30,VQ-Jamun-Toner-Serum-Moisturizer-Cleanser-001,ComboAndKit,Myntra,1137,30699,701,2.28%,28,11732,10.32x,9.7%
2026-07-29,VQ-Jamun-Toner-Serum-Moisturizer-Cleanser-001,ComboAndKit,Own Website,253,8349,265,3.17%,24,10056,39.75x,2.5%
2026-07-28,VQ-Jamun-Toner-Serum-Moisturizer-Cleanser-001,ComboAndKit,Amazon,1173,43401,968,2.23%,99,41481,35.36x,2.8%
2026-08-11,RM-Water-Serum,ComboAndKit,Meesho,432,12960,213,1.64%,15,6285,14.55x,6.9%
2026-08-10,RM-Water-Serum,ComboAndKit,Myntra,1319,31656,695,2.20%,63,26397,20.01x,5.0%
2026-08-09,RM-Water-Serum,ComboAndKit,Own Website,243,8505,172,2.02%,17,7123,29.31x,3.4%
2026-08-08,RM-Water-Serum,ComboAndKit,Amazon,377,13572,262,1.93%,36,15084,40.01x,2.5%
2026-08-07,RM-Water-Serum,ComboAndKit,Flipkart,1100,30800,1475,4.79%,144,60336,54.85x,1.8%
2026-08-06,RM-Water-Serum,ComboAndKit,Meesho,638,21054,359,1.71%,20,8380,13.13x,7.6%
2026-08-05,RM-Water-Serum,ComboAndKit,Myntra,504,17640,332,1.88%,45,18855,37.41x,2.7%
2026-08-04,RM-Water-Serum,ComboAndKit,Own Website,317,6657,197,2.96%,14,5866,18.50x,5.4%
2026-08-03,RM-Water-Serum,ComboAndKit,Amazon,652,23472,1279,5.45%,106,44414,68.12x,1.5%
2026-08-02,RM-Water-Serum,ComboAndKit,Flipkart,484,11616,371,3.19%,13,5447,11.25x,8.9%
2026-08-01,RM-Water-Serum,ComboAndKit,Meesho,1225,25725,1316,5.12%,177,74163,60.54x,1.7%
2026-07-31,RM-Water-Serum,ComboAndKit,Myntra,1285,50115,1130,2.25%,85,35615,27.72x,3.6%
2026-07-30,RM-Water-Serum,ComboAndKit,Own Website,810,15390,436,2.83%,24,10056,12.41x,8.1%
2026-07-29,RM-Water-Serum,ComboAndKit,Amazon,766,24512,434,1.77%,32,13408,17.50x,5.7%
2026-07-28,RM-Water-Serum,ComboAndKit,Flipkart,1018,32576,725,2.23%,31,12989,12.76x,7.8%
2026-08-11,VQ-Rosemary-Water-002,HairTreatment,Myntra,642,16692,381,2.28%,16,6704,10.44x,9.6%
2026-08-10,VQ-Rosemary-Water-002,HairTreatment,Own Website,249,7719,174,2.25%,19,7961,31.97x,3.1%
2026-08-09,VQ-Rosemary-Water-002,HairTreatment,Amazon,1166,37312,694,1.86%,39,16341,14.01x,7.1%
2026-08-08,VQ-Rosemary-Water-002,HairTreatment,Flipkart,421,15998,327,2.04%,36,15084,35.83x,2.8%
2026-08-07,VQ-Rosemary-Water-002,HairTreatment,Meesho,488,8296,428,5.16%,18,7542,15.45x,6.5%
2026-08-06,VQ-Rosemary-Water-002,HairTreatment,Myntra,1331,22627,688,3.04%,79,33101,24.87x,4.0%
2026-08-05,VQ-Rosemary-Water-002,HairTreatment,Own Website,545,14170,762,5.38%,37,15503,28.45x,3.5%
2026-08-04,VQ-Rosemary-Water-002,HairTreatment,Amazon,514,20046,816,4.07%,88,36872,71.74x,1.4%
2026-08-03,VQ-Rosemary-Water-002,HairTreatment,Flipkart,1118,29068,471,1.62%,65,27235,24.36x,4.1%
2026-08-02,VQ-Rosemary-Water-002,HairTreatment,Meesho,278,6116,292,4.77%,11,4609,16.58x,6.0%
2026-08-01,VQ-Rosemary-Water-002,HairTreatment,Myntra,184,2760,99,3.59%,11,4609,25.05x,4.0%
2026-07-31,VQ-Rosemary-Water-002,HairTreatment,Own Website,973,28217,1258,4.46%,188,78772,80.96x,1.2%
2026-07-30,VQ-Rosemary-Water-002,HairTreatment,Amazon,462,6930,221,3.19%,26,10894,23.58x,4.2%
2026-07-29,VQ-Rosemary-Water-002,HairTreatment,Flipkart,795,17490,831,4.75%,36,15084,18.97x,5.3%
2026-07-28,VQ-Rosemary-Water-002,HairTreatment,Meesho,196,4704,126,2.68%,17,7123,36.34x,2.8%
2026-08-11,Foot roll on,PedicureKit,Own Website,246,8364,409,4.89%,20,8380,34.07x,2.9%
2026-08-10,Foot roll on,PedicureKit,Amazon,583,9911,215,2.17%,31,12989,22.28x,4.5%
2026-08-09,Foot roll on,PedicureKit,Flipkart,839,21814,993,4.55%,120,50280,59.93x,1.7%
2026-08-08,Foot roll on,PedicureKit,Meesho,1126,25898,1390,5.37%,162,67878,60.28x,1.7%
2026-08-07,Foot roll on,PedicureKit,Myntra,310,10850,498,4.59%,48,20112,64.88x,1.5%
2026-08-06,Foot roll on,PedicureKit,Own Website,649,25311,556,2.20%,34,14246,21.95x,4.6%
2026-08-05,Foot roll on,PedicureKit,Amazon,940,25380,750,2.96%,67,28073,29.86x,3.3%
2026-08-04,Foot roll on,PedicureKit,Flipkart,736,17664,403,2.28%,18,7542,10.25x,9.8%
2026-08-03,Foot roll on,PedicureKit,Meesho,785,30615,529,1.73%,27,11313,14.41x,6.9%
2026-08-02,Foot roll on,PedicureKit,Myntra,724,19548,1024,5.24%,50,20950,28.94x,3.5%
2026-08-01,Foot roll on,PedicureKit,Own Website,1192,21456,629,2.93%,85,35615,29.88x,3.3%
2026-07-31,Foot roll on,PedicureKit,Amazon,1098,39528,1888,4.78%,88,36872,33.58x,3.0%
2026-07-30,Foot roll on,PedicureKit,Flipkart,990,29700,499,1.68%,52,21788,22.01x,4.5%
2026-07-29,Foot roll on,PedicureKit,Meesho,1208,33824,1751,5.18%,132,55308,45.78x,2.2%
2026-07-28,Foot roll on,PedicureKit,Myntra,698,16054,821,5.11%,108,45252,64.83x,1.5%
2026-08-11,CVBL3-NSH-GT-LBW-PNC,ComboAndKit,Amazon,351,8775,312,3.56%,34,14246,40.59x,2.5%
2026-08-10,CVBL3-NSH-GT-LBW-PNC,ComboAndKit,Flipkart,522,12006,626,5.21%,82,34358,65.82x,1.5%
2026-08-09,CVBL3-NSH-GT-LBW-PNC,ComboAndKit,Meesho,650,20150,922,4.58%,132,55308,85.09x,1.2%
2026-08-08,CVBL3-NSH-GT-LBW-PNC,ComboAndKit,Myntra,665,22610,680,3.01%,70,29330,44.11x,2.3%
2026-08-07,CVBL3-NSH-GT-LBW-PNC,ComboAndKit,Own Website,624,11856,513,4.33%,22,9218,14.77x,6.8%
2026-08-06,CVBL3-NSH-GT-LBW-PNC,ComboAndKit,Amazon,1119,23499,701,2.98%,82,34358,30.70x,3.3%
2026-08-05,CVBL3-NSH-GT-LBW-PNC,ComboAndKit,Flipkart,947,27463,1215,4.42%,127,53213,56.19x,1.8%
2026-08-04,CVBL3-NSH-GT-LBW-PNC,ComboAndKit,Meesho,631,11989,596,4.97%,39,16341,25.90x,3.9%
2026-08-03,CVBL3-NSH-GT-LBW-PNC,ComboAndKit,Myntra,301,6923,115,1.66%,8,3352,11.14x,9.0%
2026-08-02,CVBL3-NSH-GT-LBW-PNC,ComboAndKit,Own Website,948,33180,1287,3.88%,172,72068,76.02x,1.3%
2026-08-01,CVBL3-NSH-GT-LBW-PNC,ComboAndKit,Amazon,561,20196,979,4.85%,116,48604,86.64x,1.2%
2026-07-31,CVBL3-NSH-GT-LBW-PNC,ComboAndKit,Flipkart,471,16485,605,3.67%,74,31006,65.83x,1.5%
2026-07-30,CVBL3-NSH-GT-LBW-PNC,ComboAndKit,Meesho,390,15210,262,1.72%,33,13827,35.45x,2.8%
2026-07-29,CVBL3-NSH-GT-LBW-PNC,ComboAndKit,Myntra,483,12075,356,2.95%,51,21369,44.24x,2.3%
2026-07-28,CVBL3-NSH-GT-LBW-PNC,ComboAndKit,Own Website,606,16968,663,3.91%,68,28492,47.02x,2.1%
2026-08-11,DA-NIACINAMIDE-SERUM-002,FaceSerums,Flipkart,212,7844,206,2.63%,12,5028,23.72x,4.2%
2026-08-10,DA-NIACINAMIDE-SERUM-002,FaceSerums,Meesho,333,9657,243,2.52%,16,6704,20.13x,5.0%
2026-08-09,DA-NIACINAMIDE-SERUM-002,FaceSerums,Myntra,566,16980,316,1.86%,16,6704,11.84x,8.4%
2026-08-08,DA-NIACINAMIDE-SERUM-002,FaceSerums,Own Website,1280,26880,1396,5.19%,46,19274,15.06x,6.6%
2026-08-07,DA-NIACINAMIDE-SERUM-002,FaceSerums,Amazon,1198,31148,1206,3.87%,135,56565,47.22x,2.1%
2026-08-06,DA-NIACINAMIDE-SERUM-002,FaceSerums,Flipkart,1080,23760,840,3.54%,77,32263,29.87x,3.3%
2026-08-05,DA-NIACINAMIDE-SERUM-002,FaceSerums,Meesho,1210,21780,1071,4.92%,145,60755,50.21x,2.0%
2026-08-04,DA-NIACINAMIDE-SERUM-002,FaceSerums,Myntra,771,21588,1150,5.33%,117,49023,63.58x,1.6%
2026-08-03,DA-NIACINAMIDE-SERUM-002,FaceSerums,Own Website,772,29336,1222,4.17%,117,49023,63.50x,1.6%
2026-08-02,DA-NIACINAMIDE-SERUM-002,FaceSerums,Amazon,1092,24024,958,3.99%,118,49442,45.28x,2.2%
2026-08-01,DA-NIACINAMIDE-SERUM-002,FaceSerums,Flipkart,1050,28350,1227,4.33%,179,75001,71.43x,1.4%
2026-07-31,DA-NIACINAMIDE-SERUM-002,FaceSerums,Meesho,437,11362,614,5.40%,68,28492,65.20x,1.5%
2026-07-30,DA-NIACINAMIDE-SERUM-002,FaceSerums,Myntra,984,20664,910,4.40%,112,46928,47.69x,2.1%
2026-07-29,DA-NIACINAMIDE-SERUM-002,FaceSerums,Own Website,556,16680,917,5.50%,125,52375,94.20x,1.1%
2026-07-28,DA-NIACINAMIDE-SERUM-002,FaceSerums,Amazon,771,24672,566,2.29%,22,9218,11.96x,8.4%
2026-08-11,SH+CON+OIL,ComboAndKit,Meesho,190,3040,117,3.85%,8,3352,17.64x,5.7%
2026-08-10,SH+CON+OIL,ComboAndKit,Myntra,369,7380,309,4.19%,41,17179,46.56x,2.1%
2026-08-09,SH+CON+OIL,ComboAndKit,Own Website,842,19366,871,4.50%,92,38548,45.78x,2.2%
2026-08-08,SH+CON+OIL,ComboAndKit,Amazon,555,12210,527,4.32%,69,28911,52.09x,1.9%
2026-08-07,SH+CON+OIL,ComboAndKit,Flipkart,350,7700,232,3.01%,35,14665,41.90x,2.4%
2026-08-06,SH+CON+OIL,ComboAndKit,Meesho,891,31185,574,1.84%,57,23883,26.80x,3.7%
2026-08-05,SH+CON+OIL,ComboAndKit,Myntra,1016,33528,1183,3.53%,104,43576,42.89x,2.3%
2026-08-04,SH+CON+OIL,ComboAndKit,Own Website,1066,22386,1136,5.07%,77,32263,30.27x,3.3%
2026-08-03,SH+CON+OIL,ComboAndKit,Amazon,476,16184,575,3.55%,51,21369,44.89x,2.2%
2026-08-02,SH+CON+OIL,ComboAndKit,Flipkart,971,19420,652,3.36%,53,22207,22.87x,4.4%
2026-08-01,SH+CON+OIL,ComboAndKit,Meesho,772,18528,484,2.61%,46,19274,24.97x,4.0%
2026-07-31,SH+CON+OIL,ComboAndKit,Myntra,535,9095,189,2.08%,8,3352,6.27x,16.0%
2026-07-30,SH+CON+OIL,ComboAndKit,Own Website,421,13472,637,4.73%,66,27654,65.69x,1.5%
2026-07-29,SH+CON+OIL,ComboAndKit,Amazon,576,14400,624,4.33%,52,21788,37.83x,2.6%
2026-07-28,SH+CON+OIL,ComboAndKit,Flipkart,735,27930,935,3.35%,111,46509,63.28x,1.6%
2026-08-11,DA-SUNSCREEN-SPF-003,Sunscreen,Myntra,538,10222,538,5.26%,74,31006,57.63x,1.7%
2026-08-10,DA-SUNSCREEN-SPF-003,Sunscreen,Own Website,839,31882,1151,3.61%,150,62850,74.91x,1.3%
2026-08-09,DA-SUNSCREEN-SPF-003,Sunscreen,Amazon,1328,39840,1997,5.01%,65,27235,20.51x,4.9%
2026-08-08,DA-SUNSCREEN-SPF-003,Sunscreen,Flipkart,1215,41310,963,2.33%,97,40643,33.45x,3.0%
2026-08-07,DA-SUNSCREEN-SPF-003,Sunscreen,Meesho,563,13512,658,4.87%,21,8799,15.63x,6.4%
2026-08-06,DA-SUNSCREEN-SPF-003,Sunscreen,Myntra,771,14649,258,1.76%,35,14665,19.02x,5.3%
2026-08-05,DA-SUNSCREEN-SPF-003,Sunscreen,Own Website,485,10185,479,4.70%,38,15922,32.83x,3.0%
2026-08-04,DA-SUNSCREEN-SPF-003,Sunscreen,Amazon,451,17138,493,2.88%,64,26816,59.46x,1.7%
2026-08-03,DA-SUNSCREEN-SPF-003,Sunscreen,Flipkart,686,16464,348,2.11%,28,11732,17.10x,5.8%
2026-08-02,DA-SUNSCREEN-SPF-003,Sunscreen,Meesho,1179,43623,1808,4.14%,210,87990,74.63x,1.3%
2026-08-01,DA-SUNSCREEN-SPF-003,Sunscreen,Myntra,1266,22788,980,4.30%,44,18436,14.56x,6.9%
2026-07-31,DA-SUNSCREEN-SPF-003,Sunscreen,Own Website,957,33495,1747,5.22%,168,70392,73.55x,1.4%
2026-07-30,DA-SUNSCREEN-SPF-003,Sunscreen,Amazon,539,10780,262,2.43%,34,14246,26.43x,3.8%
2026-07-29,DA-SUNSCREEN-SPF-003,Sunscreen,Flipkart,959,17262,722,4.18%,28,11732,12.23x,8.2%
2026-07-28,DA-SUNSCREEN-SPF-003,Sunscreen,Meesho,1284,35952,1225,3.41%,61,25559,19.91x,5.0%
2026-08-11,HABL3-RHO-RHS,ComboAndKit,Own Website,776,19400,337,1.74%,12,5028,6.48x,15.4%
2026-08-10,HABL3-RHO-RHS,ComboAndKit,Amazon,810,24300,874,3.60%,72,30168,37.24x,2.7%
2026-08-09,HABL3-RHO-RHS,ComboAndKit,Flipkart,1297,47989,1702,3.55%,94,39386,30.37x,3.3%
2026-08-08,HABL3-RHO-RHS,ComboAndKit,Meesho,163,3912,62,1.58%,9,3771,23.13x,4.3%
2026-08-07,HABL3-RHO-RHS,ComboAndKit,Myntra,1184,36704,776,2.11%,81,33939,28.66x,3.5%
2026-08-06,HABL3-RHO-RHS,ComboAndKit,Own Website,257,6168,117,1.90%,16,6704,26.09x,3.8%
2026-08-05,HABL3-RHO-RHS,ComboAndKit,Amazon,154,6006,328,5.46%,12,5028,32.65x,3.1%
2026-08-04,HABL3-RHO-RHS,ComboAndKit,Flipkart,721,13699,219,1.60%,20,8380,11.62x,8.6%
2026-08-03,HABL3-RHO-RHS,ComboAndKit,Meesho,1005,39195,972,2.48%,59,24721,24.60x,4.1%
2026-08-02,HABL3-RHO-RHS,ComboAndKit,Myntra,1087,25001,406,1.62%,60,25140,23.13x,4.3%
2026-08-01,HABL3-RHO-RHS,ComboAndKit,Own Website,781,15620,736,4.71%,64,26816,34.34x,2.9%
2026-07-31,HABL3-RHO-RHS,ComboAndKit,Amazon,1199,31174,1034,3.32%,94,39386,32.85x,3.0%
2026-07-30,HABL3-RHO-RHS,ComboAndKit,Flipkart,380,14440,695,4.81%,24,10056,26.46x,3.8%
2026-07-29,HABL3-RHO-RHS,ComboAndKit,Meesho,185,5365,180,3.36%,24,10056,54.36x,1.8%
2026-07-28,HABL3-RHO-RHS,ComboAndKit,Myntra,1047,36645,1643,4.48%,237,99303,94.85x,1.1%
2026-08-11,DA-BODY-SCRUB-002,BodyScrub,Amazon,791,21357,357,1.67%,31,12989,16.42x,6.1%
2026-08-10,DA-BODY-SCRUB-002,BodyScrub,Flipkart,451,16687,900,5.39%,71,29749,65.96x,1.5%
2026-08-09,DA-BODY-SCRUB-002,BodyScrub,Meesho,621,19251,722,3.75%,65,27235,43.86x,2.3%
2026-08-08,DA-BODY-SCRUB-002,BodyScrub,Myntra,856,24824,1270,5.12%,116,48604,56.78x,1.8%
2026-08-07,DA-BODY-SCRUB-002,BodyScrub,Own Website,1147,43586,1700,3.90%,132,55308,48.22x,2.1%
2026-08-06,DA-BODY-SCRUB-002,BodyScrub,Amazon,844,21100,988,4.68%,127,53213,63.05x,1.6%
2026-08-05,DA-BODY-SCRUB-002,BodyScrub,Flipkart,737,12529,554,4.42%,50,20950,28.43x,3.5%
2026-08-04,DA-BODY-SCRUB-002,BodyScrub,Meesho,1168,22192,1039,4.68%,141,59079,50.58x,2.0%
2026-08-03,DA-BODY-SCRUB-002,BodyScrub,Myntra,933,15861,520,3.28%,68,28492,30.54x,3.3%
2026-08-02,DA-BODY-SCRUB-002,BodyScrub,Own Website,325,4875,145,2.97%,16,6704,20.63x,4.8%
2026-08-01,DA-BODY-SCRUB-002,BodyScrub,Amazon,387,6579,308,4.68%,31,12989,33.56x,3.0%
2026-07-31,DA-BODY-SCRUB-002,BodyScrub,Flipkart,1079,29133,1323,4.54%,52,21788,20.19x,5.0%
2026-07-30,DA-BODY-SCRUB-002,BodyScrub,Meesho,1149,28725,1568,5.46%,192,80448,70.02x,1.4%
2026-07-29,DA-BODY-SCRUB-002,BodyScrub,Myntra,1040,29120,442,1.52%,27,11313,10.88x,9.2%
2026-07-28,DA-BODY-SCRUB-002,BodyScrub,Own Website,854,28182,491,1.74%,33,13827,16.19x,6.2%
2026-08-11,DR-FOOT-ROLL-ON-001,FootCream,Flipkart,1217,23123,900,3.89%,112,46928,38.56x,2.6%
2026-08-10,DR-FOOT-ROLL-ON-001,FootCream,Meesho,852,28968,1540,5.32%,116,48604,57.05x,1.8%
2026-08-09,DR-FOOT-ROLL-ON-001,FootCream,Myntra,760,11400,324,2.84%,26,10894,14.33x,7.0%
2026-08-08,DR-FOOT-ROLL-ON-001,FootCream,Own Website,1327,33175,1454,4.38%,180,75420,56.83x,1.8%
2026-08-07,DR-FOOT-ROLL-ON-001,FootCream,Amazon,778,20228,912,4.51%,38,15922,20.47x,4.9%
2026-08-06,DR-FOOT-ROLL-ON-001,FootCream,Flipkart,230,6210,241,3.88%,23,9637,41.90x,2.4%
2026-08-05,DR-FOOT-ROLL-ON-001,FootCream,Meesho,1093,32790,1626,4.96%,70,29330,26.83x,3.7%
2026-08-04,DR-FOOT-ROLL-ON-001,FootCream,Myntra,1204,44548,2131,4.78%,104,43576,36.19x,2.8%
2026-08-03,DR-FOOT-ROLL-ON-001,FootCream,Own Website,320,4800,154,3.21%,19,7961,24.88x,4.0%
2026-08-02,DR-FOOT-ROLL-ON-001,FootCream,Amazon,341,6479,175,2.70%,9,3771,11.06x,9.0%
2026-08-01,DR-FOOT-ROLL-ON-001,FootCream,Flipkart,454,14528,379,2.61%,40,16760,36.92x,2.7%
2026-07-31,DR-FOOT-ROLL-ON-001,FootCream,Meesho,610,18910,422,2.23%,53,22207,36.40x,2.7%
2026-07-30,DR-FOOT-ROLL-ON-001,FootCream,Myntra,581,20916,903,4.32%,68,28492,49.04x,2.0%
2026-07-29,DR-FOOT-ROLL-ON-001,FootCream,Own Website,525,11025,325,2.95%,13,5447,10.38x,9.6%
2026-07-28,DR-FOOT-ROLL-ON-001,FootCream,Amazon,439,10097,274,2.71%,9,3771,8.59x,11.6%
2026-08-11,DA-Sunscreen-Body-Lotion-003,Sunscreen,Meesho,415,9130,479,5.25%,34,14246,34.33x,2.9%
2026-08-10,DA-Sunscreen-Body-Lotion-003,Sunscreen,Myntra,1087,33697,1694,5.03%,95,39805,36.62x,2.7%
2026-08-09,DA-Sunscreen-Body-Lotion-003,Sunscreen,Own Website,802,12832,294,2.29%,34,14246,17.76x,5.6%
2026-08-08,DA-Sunscreen-Body-Lotion-003,Sunscreen,Amazon,696,21576,883,4.09%,122,51118,73.45x,1.4%
2026-08-07,DA-Sunscreen-Body-Lotion-003,Sunscreen,Flipkart,413,11151,496,4.45%,51,21369,51.74x,1.9%
2026-08-06,DA-Sunscreen-Body-Lotion-003,Sunscreen,Meesho,230,5060,199,3.93%,8,3352,14.57x,6.9%
2026-08-05,DA-Sunscreen-Body-Lotion-003,Sunscreen,Myntra,1057,38052,1338,3.52%,166,69554,65.80x,1.5%
2026-08-04,DA-Sunscreen-Body-Lotion-003,Sunscreen,Own Website,873,13968,400,2.86%,27,11313,12.96x,7.7%
2026-08-03,DA-Sunscreen-Body-Lotion-003,Sunscreen,Amazon,460,14720,307,2.09%,33,13827,30.06x,3.3%
2026-08-02,DA-Sunscreen-Body-Lotion-003,Sunscreen,Flipkart,183,3477,174,5.00%,26,10894,59.53x,1.7%
2026-08-01,DA-Sunscreen-Body-Lotion-003,Sunscreen,Meesho,1293,46548,1933,4.15%,200,83800,64.81x,1.5%
2026-07-31,DA-Sunscreen-Body-Lotion-003,Sunscreen,Myntra,1001,21021,1082,5.15%,109,45671,45.63x,2.2%
2026-07-30,DA-Sunscreen-Body-Lotion-003,Sunscreen,Own Website,1304,28688,827,2.88%,79,33101,25.38x,3.9%
2026-07-29,DA-Sunscreen-Body-Lotion-003,Sunscreen,Amazon,1015,32480,996,3.07%,80,33520,33.02x,3.0%
2026-07-28,DA-Sunscreen-Body-Lotion-003,Sunscreen,Flipkart,1144,29744,832,2.80%,98,41062,35.89x,2.8%
2026-08-11,V3-----,ComboAndKit,Myntra,779,21033,745,3.54%,53,22207,28.51x,3.5%
2026-08-10,V3-----,ComboAndKit,Own Website,387,9288,432,4.65%,47,19693,50.89x,2.0%
2026-08-09,V3-----,ComboAndKit,Amazon,507,15210,517,3.40%,62,25978,51.24x,2.0%
2026-08-08,V3-----,ComboAndKit,Flipkart,294,10290,202,1.96%,16,6704,22.80x,4.4%
2026-08-07,V3-----,ComboAndKit,Meesho,1027,28756,1282,4.46%,46,19274,18.77x,5.3%
2026-08-06,V3-----,ComboAndKit,Myntra,843,28662,1175,4.10%,61,25559,30.32x,3.3%
2026-08-05,V3-----,ComboAndKit,Own Website,369,14022,358,2.55%,43,18017,48.83x,2.0%
2026-08-04,V3-----,ComboAndKit,Amazon,1088,39168,2052,5.24%,134,56146,51.60x,1.9%
2026-08-03,V3-----,ComboAndKit,Flipkart,755,12835,260,2.03%,34,14246,18.87x,5.3%
